Rating,button top right,field top right,heading top right,iframe top right,image top right,label top right,link top right,text top right,button top left,field top left,heading top left,iframe top left,image top left,label top left,link top left,text top left,button bot left,field bot left,heading bot left,iframe bot left,image bot left,label bot left,link bot left,text bot left,button bot right,field bot right,heading bot right,iframe bot right,image bot right,label bot right,link bot right,text bot right
1,0,0,1,0,1,0,4,2,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0
1,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
1,1,0,0,0,0,0,2,1,3,0,0,0,1,0,1,1,1,0,1,0,2,0,2,2,1,1,1,0,4,0,1,6
1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,3,0,0,0,0,0,3,1,1,0,1,0,1,1
1,0,0,1,0,1,0,0,7,0,0,1,0,2,0,0,0,2,0,1,0,1,0,0,6,5,1,2,0,2,0,0,6
1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,2,0,1,0
1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,2,1,0,5,0,0,1,0,0,5,1,0,1,0,2,0,2,3
1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,1,0,3,0,10,1,3,0,0,0,0,0
1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,4,3
1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0
1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,6,0,5,0,1,0,0,0,0,1,3,0,3,0,2,0
1,0,0,0,0,1,0,1,1,2,1,1,0,0,0,3,0,2,0,0,0,0,0,0,2,7,1,0,0,0,0,0,1
1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,10,0,1,1,0,0,1,0
1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0
1,0,0,1,0,1,0,1,2,0,0,1,0,1,0,0,1,3,0,0,1,1,0,0,1,3,3,3,0,4,0,1,4
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,2,3
1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,8,3,0,1,0,0,0,1,2
1,0,0,2,0,4,0,0,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,3,0,1,0,0,0,0,1,4
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3,0,1,0,1,2,2,0,1,0,0,0,0,1,3,1,2,0,3,0,1,0,0,0,3,1,1,0,0,2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,1,0,0,4
1,0,0,3,0,4,0,1,0,5,0,0,0,0,0,1,0,9,0,1,0,1,0,0,2,1,1,3,0,6,0,4,8
1,0,0,1,0,3,0,3,6,0,0,0,0,3,0,3,6,0,0,1,0,3,0,1,1,3,1,5,1,1,0,0,2
1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,6,0,0,1,0,0,0,0,9,1,0,0,1,0,1,0
1,2,0,1,0,0,0,2,2,4,0,0,0,0,0,0,0,3,0,1,0,1,0,1,3,5,0,4,0,2,0,1,2
1,0,0,3,1,0,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,6,1,0,1,1,0,2,0
1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0,7,2,1,0,0,0,1,1
1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1
1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,3,4,0,0,0,0,0,4,4
1,0,0,2,0,2,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,2,0,0,2,2,0,4,0,0,0,2,0
1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,12,0,1,0,1,0,0,0,9,0,3,0,1,0,0,2
1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0,4,1,0,1,5,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,1,0,2,2,0,0,0,0,0,0
1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,0,4,0,2,0,1,0,0,2,1,0,1,0,5,0,3,2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,5,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
1,0,0,1,0,1,0,1,1,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,2,3,0,0,0,1,1
1,2,0,0,0,1,0,1,8,1,0,0,0,2,0,1,3,1,0,1,0,2,0,4,0,2,0,2,0,3,0,3,3
1,1,0,2,0,1,0,4,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,4,1,0,2,0,2,1
1,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,11,1,0,0,0,0,4,0
1,1,0,0,0,2,0,0,3,1,0,0,0,0,0,0,2,5,0,1,0,0,0,0,2,3,1,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,1,2,0,0,0,0,3,0,0,0
1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,6,1,1,0,1,0,3,0
1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,6,0,1,1,0,1,0,0,6,0
1,2,0,0,0,0,0,0,1,4,0,0,0,1,0,1,1,1,2,1,0,0,0,2,7,3,3,0,0,0,0,1,0
1,1,0,1,0,3,0,0,1,0,0,1,0,2,0,0,0,4,0,2,0,0,0,1,0,10,0,3,0,1,0,1,5
1,0,0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,11,1,1,0,3,0,0,2
1,2,0,1,0,3,0,2,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,1,9,1,0,0,0,0,2,0
1,3,0,1,0,5,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,3,6,1,0,0,0,0,0,2
1,4,0,1,0,4,0,3,2,1,0,0,0,1,0,1,0,2,0,1,0,2,0,0,0,7,1,2,0,2,0,1,2
1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,4,3,0,0,0,0,0,1
1,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,1,5,0,0,0,2,0,0,0,6,0,1,0,1,0,2,1
1,0,0,0,0,1,0,7,0,0,0,1,0,1,0,2,0,0,0,2,0,3,0,3,0,0,0,2,0,4,0,16,1
0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,8,0,0,0,1,0,1,0,2,0,0,0,2,0,1,0,13,4
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,5,1
0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,2,0,0,0,0,1,0,7,2
0,0,1,0,0,0,0,0,0,6,0,0,0,2,0,0,0,11,0,0,0,3,0,0,0,2,1,1,1,2,0,1,3
0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,8,0,6,4,6,0,4,0,0,1
0,0,0,1,0,2,0,10,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,4,1,1,0,2,0
0,1,0,0,0,2,0,2,2,2,0,0,0,2,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,13,0,3,2
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,9,0
0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,3
0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,3,0,1,0,0,0,7,0,3,0,0,0,1,0,2,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,19,0,0,1,0,0,0,1
0,0,0,3,0,2,0,0,0,9,0,2,0,3,0,0,1,4,0,0,0,2,0,0,0,4,0,1,1,4,0,0,2
0,1,0,0,1,3,0,2,0,0,0,0,1,0,0,5,1,6,0,0,0,0,0,1,0,1,0,0,1,0,0,2,2
0,1,0,0,0,1,0,5,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,3,1,2,0,3,0,1,0,3,0
0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,8,2
0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,2,7,0,0,0,0,0,2,2,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,3,0,0,0,0,0,11,1,3,0,0,1,1,0,0,3
0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,1,2,1,1,0,1,0,0,1,5,6,2,0,3,0,1,3
0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,1,0,0,0,8,1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,4
0,0,0,4,0,3,0,0,0,0,0,2,0,4,0,0,1,2,1,0,0,0,0,0,0,8,0,0,0,1,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,9,3
0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,13,0,1,0,0,0,1,0,20,2,0,2,0,1,0,0,4,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,1,0,0,0,2,1,0,0,2,0
0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,12,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0
0,0,2,2,0,7,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,3,0,0,5,7,1,0,0,5,0,1,0
0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0
0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,2,5,0,1,0,0,0,1,1,2,1,5,0,1,0,9,0
0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,1,0,0,1,0,2,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,1,1,0,0,0,0,24,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1,4,0,0,0,1,0,5,3,2,1,1,0,3,0,1,3
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,19,1,1,1,3,0,0,1
0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,1,0,0,0,0,7
0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,3,0,0,1,1,0,0,2
0,2,0,0,0,0,0,8,3,0,0,0,0,1,0,4,3,0,0,0,0,1,0,7,2,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,3,4,0,0,0,0,0,0,8,1
0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,11,0,1,0,1,0,1,0,14,0,1,0,3,0,0,0,5,9
0,0,0,0,0,4,0,0,0,4,0,0,0,2,0,0,1,13,0,0,0,2,0,0,1,0,0,1,0,3,0,4,0
0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,5,3,1,0,6,0,1,1
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,0,0,1,0,0,0,0,9,3
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,3,0,2,1,2,1,4,0,2,0,5,2
0,0,0,1,0,0,0,0,5,10,0,0,0,1,0,0,1,9,0,1,0,1,0,0,0,7,2,0,0,0,0,1,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,1,0,0,0,0,0,0,1,7,0,1,14
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,24,1,0,0,0,0,1,0,37,0
Bad Averages,button top right,field top right,heading top right,iframe top right,image top right,label top right,link top right,text top right,button top left,field top left,heading top left,iframe top left,image top left,label top left,link top left,text top left,button bot left,field bot left,heading bot left,iframe bot left,image bot left,label bot left,link bot left,text bot left,button bot right,field bot right,heading bot right,iframe bot right,image bot right,label bot right,link bot right,text bot right
,0.3137254902,0.07843137255,0.2745098039,0.01960784314,0.7450980392,0,2.196078431,1.176470588,0.8431372549,0.07843137255,0.09803921569,0.03921568627,0.4705882353,0,1.960784314,0.9019607843,2.666666667,0.1568627451,0.3725490196,0.03921568627,0.6078431373,0,2.941176471,0.6666666667,2.37254902,0.5490196078,0.862745098,0.2352941176,1.392156863,0,4.509803922,1.764705882
Good Averages,button top right,field top right,heading top right,iframe top right,image top right,label top right,link top right,text top right,button top left,field top left,heading top left,iframe top left,image top left,label top left,link top left,text top left,button bot left,field bot left,heading bot left,iframe bot left,image bot left,label bot left,link bot left,text bot left,button bot right,field bot right,heading bot right,iframe bot right,image bot right,label bot right,link bot right,text bot right
,0.4607843137,0.03431372549,0.5833333333,0.02450980392,1.078431373,0,0.6323529412,0.7892156863,0.4215686275,0.02450980392,0.2892156863,0.004901960784,0.612745098,0,0.5392156863,0.4117647059,1.823529412,0.112745098,0.5245098039,0.02941176471,0.7598039216,0,0.6274509804,0.6862745098,3.107843137,0.6862745098,0.7794117647,0.07843137255,1.078431373,0,1.225490196,1.009803922
Bad >= Good,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE